Number,Name,Address,Latitude,Longitude
10,#00010- PICASSO,12, mail Pablo Picasso,47.216207,-1.533796
38,#00038-RICORDEAU,Place Alexis-Ricordeau - Chaussée de la Madeleine,47.2121084631418,-1.55304912932047
66,#00066-CHANZY,CHANZY - FACE AU 23 AVENUE DE CHANZY,47.2254298853335,-1.54799992590737
121,#00121-VICTOR RICHARD,12, place Victor Richard,47.228614,-1.533329
3,#00003-STRASBOURG,4, rue des Carmélites - Place Tirant Lo Blanc,47.2164797718207,-1.55154060534636
2,#00002-HÔTEL DE VILLE,29, rue de Strasbourg,47.2185718130915,-1.55348429039295
62,00062-GARE DE NANTES NORD 2,,47.218103,-1.541751
43,#00043 - MACHINE DE L'ÎLE,3, boulevard Léon Bureau,47.206918958696,-1.56480679078299
58,#00058-PALAIS DES SPORTS,PALAIS DES SPORTS - 8 RUE ANDRE TARDIEU,47.208465,-1.536657
94,#00094-PETIT PORT,PETIT PORT - BD DU PETIT PORT,47.2432639149755,-1.55634461016798
84,#00084-RÉGION,REGION - RUE DE LA LOIRE,47.2107421421814,-1.52593345192508
31,#00031-BOURSE,Allée de la Bourse - Boulevard des Nations-Unies,47.2120830307532,-1.55908655123987
74,#00074-CANCLAUX,8, place Canclaux,47.2143336608893,-1.57492461719297
117,#00117 - MAIRIE DE CHANTENAY,MAIRIE DE CHANTENAY - PLACE DE LA LIBERTE,47.20656,-1.58785
72,#00072-BELLAMY-GUÉ MOREAU,138, rue Paul Bellamy,47.2286256905746,-1.56180639301113
40,#00040-MADELEINE,Quai Moncousu - Pont Général Audibert,47.2088046424378,-1.55041191411915
22,#00022-MOQUECHIEN,8, rue Moquechien - 17, allée des Tanneurs,47.220392126692,-1.55553104193626
19,#00019-SAINT SIMILIEN,1, place Saint Similien,47.21985446733,-1.55892089047478
106,#00106-GARENNES,GARENNES - 2 RUE DES GARENNES,47.202127,-1.5787
51,#00051-TABARLY,5, boulevard de Berlin,47.2141946314965,-1.52973588598036
89,#00089-SAINT-AIGNAN,65, boulevard Saint-Aignan,47.2074386375471,-1.57868926431099
112,#00112 - POLE SOCIAL MARION CAHOUR,POLE SOCIAL MARION CAHOUR (CHAPEAU MARION CAHOUR) - 10 RUE MARION CAHOUR - REZE,47.188684,-1.567201
77,#00077-ECOLE D'ARCHITECTURE,6, quai François Mitterrand,47.2076056402121,-1.55753246791432
42,#00042-GARE MARITIME,Quai Ernest Renaud - Place Jacksonville,47.2065977289879,-1.5726102869705
87,#00087-ANATOLE FRANCE,41, rue Alexandre Dumas - Place Anatole France,47.2236048153991,-1.57137357811241
47,#00047- MARTYRS NANTAIS,1, boulevard des Martyrs Nantais de la Résistance,47.206933,-1.548169
109,#00109 - CLOS TOREAU,CLOS TOREAU - BOULEVARD EMILE GABORY,47.19426,-1.529313
102,#00102-GARE PT ROUSSEAU,GARE PONT ROUSSEAU - RUE DE LA GARE - REZE,47.19316,-1.549212
113,#00113 - MAIRIE DE REZE,REZE - PLACE JEAN DAVIAIS,47.191117,-1.569362
97,#00097-SAINT DONATIEN,SAINT DONATIEN - PLACE DU 51éme RIMA,47.2290880870929,-1.54029259428922
30,#00030-COMMERCE,Place du Commerce - Cours Franklin Roosevelt,47.2131205510312,-1.55739323562824
56,#00056-VINCENT GACHE,9, rue François Albert,47.2067986185753,-1.54177773985064
110,#00110 - AUDITORIUM,AUDITORIUM - 1 AVENUE DE BRETAGNE - REZE,47.185402,-1.554025
7,#00007- BARILLERIE,2, allée Penthièvre,47.2153313580104,-1.55612612597517
27,#00027-GUIST'HAU NORD,42, boulevard Gabriel Guist'Hau,47.2179298163251,-1.56917188330244
15,#00015-ARISTIDE BRIAND,Place Aristide Briand,47.2171848232902,-1.56298679328837
83,#00083-MILLERAND,9, boulevard Alexandre Millerand - 28, boulevard Georges Pompidou,47.2081996450388,-1.53018043595997
45,#00045-PRAIRIE AU DUC,25, boulevard de la Prairie au Duc,47.2047839355992,-1.55892310936669
34,#00034-MEDIATHEQUE,24, quai de la Fosse,47.2108869258159,-1.56174490565258
123,#00123 - TRARIEUX,TRARIEUX - 3 PLACE GABRIEL TRARIEUX,47.225957,-1.522334
103,#00103-GRUE JAUNE,GRUE JAUNE,47.204879,-1.569191
115,#00115 - TRENTEMOULT,TRENTEMOULT - EN FACE 11 QUAI MARCEL BOISSARD,47.19525,-1.580584
122,#00122 - MITRIE,MITRIE - 5 ROUTE DE SAINTE LUCE,47.22865,-1.526193
18,#00018-VIARME,23, place Viarme,47.2214293389855,-1.56330836686976
91,#00091-ROND POINT DE VANNES,65, boulevard Lelasseur,47.2295806053692,-1.57211457799373
46,#00046-REPUBLIQUE,3, place de la République,47.2053240902952,-1.55518310791618
95,#00095-MICHELET,MICHELET - BD MICHELET,47.235158,-1.556322
20,#00020-BOUFFAY,7, allée du Port Maillard - Cours Franklin Roosevelt,47.214301,-1.552782
85,#00085-BEL AIR,102, rue Paul Bellamy,47.2263944309861,-1.56002281967663
81,#00081 - MANGIN,Devant le 8, place Mangin,47.2009555172397,-1.54550725123162
55,#00055-MAGELLAN,11, rue de Belfort,47.2107814065594,-1.54429847094521
78,#00078-DE GAULLE,7, rue Françoise Giroud - Boulevard Général de Gaulle,47.2084436771829,-1.54051448829019
67,#00067-WALDECK ROUSSEAU,Place Waldeck Rousseau - Pont Général de la Motte Rouge,47.2277747610651,-1.55214798607222
92,#00092-ROND POINT DE RENNES,Angle boulevard Lelasseur - Rue Paul Bellamy,47.2330281847759,-1.56605906933562
59,#00059-STADE SAUPIN,35, quai de Malakoff,47.213682,-1.540181
53,#00053-OLIVETTES,10, rue des Olivettes,47.2117363932221,-1.54988602493776
57,#00057-GAETAN RONDEAU,20, rue Gaëtan Rondeau,47.2053961321791,-1.53758186300399
76,#00076-RENÉ BOUHIER,8, place René Bouhier,47.2094290925244,-1.57051533628071
8,#00008-BOUCHERIE,4, rue de la Boucherie,47.2162008925882,-1.55711168019757
79,#00079-MALAKOFF,15, quai de Malakoff,47.213395,-1.536954
75,#00075-LAMORICIERE,14 bis, rue Lamoricière - Place Beaumanoir,47.212308958847,-1.57136936022191
116,#00116 - LIBERTE,LIBERTE - ROND POINT DE LOUISIANE,47.198124,-1.588395
73,#00073-SARRADIN,4, place Emile Sarradin,47.2208824330189,-1.57043859807393
49,#00049-DUCHESSE ANNE,2, place de la Duchesse Anne,47.2167,-1.547253
25,#00025-DALBY,61, boulevard Ernest Dalby,47.223508869812,-1.52995959270347
93,#00093-FACULTES,A l'angle route de la Jonelière -  Boulevard Guy Mollet,47.2462980684235,-1.5553090111073
44,#00044-PALAIS DE JUSTICE,19, quai François Mitterand - 1, rue Olympe de Gouges,47.2083172884415,-1.5611730779894
48,#00048-VERDUN,15, rue de Verdun,47.2175053746786,-1.55184978437031
1,#00001-PREFECTURE,6, quai Ceineray,47.2202551837245,-1.55408380740881
104,#00104 - ANTILLES,20 QUAI DES ANTILLES,47.202547,-1.572325
99,#00099-ST JACQUES,ST JACQUES - RUE ST JACQUES,47.1958989090141,-1.5365406634647
108,#00108 - BONNE GARDE,BONNE GARDE - 97 RUE BONNE GARDE,47.197217,-1.532105
23,#00023-BUAT,118, rue de Coulmiers,47.2271454682246,-1.5424047412504
80,#00080 - VICTOR HUGO,25, boulevard Victor Hugo - 28, boulevard Gustave Roch,47.2040032084911,-1.5515484848032
